state_abbr,municipio_name,sex,pop_15,no_school,preschool,elementary,secondary,highschool,higher_edu,other,schoolyrs
BC,Ensenada,Total,356142,4.5591365241954,0.1353392747836516,22.493555941169507,28.883142117469983,24.4321085409752,19.2897776729506,0.2069399284555,9.4523111
BC,Ensenada,Hombres,176249,4.4675430782586,0.13730574357868452,21.31075920998129,29.724991347468563,24.2594284222889,19.9008221323241,0.19915006609966,9.5496651
BC,Ensenada,Mujeres,179893,4.64887460879522,0.13341263973583994,23.652393367168184,28.058345794444417,24.6012907672894,18.6911108269916,0.21457199557514,9.3569559
BC,Mexicali,Total,729503,2.49101100338175,0.12049299317480207,18.743171721021003,31.710082069573385,24.8543186251461,21.8939469748582,0.18697661284463,10.0403545
BC,Mexicali,Hombres,361338,2.41297621617433,0.11927890230199631,18.35345299968446,31.88372105895307,24.7748645312698,22.2379046765078,0.21780161510829,10.0696052
BC,Mexicali,Mujeres,368165,2.56759876685725,0.12168457077668776,19.125663764887964,31.539662922874214,24.9322993766381,21.5563673896215,0.15672320834408,10.0116699
BC,Playas de Rosarito,Total,69950,3.34810578984989,0.6547533952823431,24.421729807004926,31.794138670478848,26.3817012151536,13.1250893495353,0.27448177269478,9.1428017
BC,Playas de Rosarito,Hombres,34874,3.15421230716292,0.6222400642312276,23.240809772323168,32.36795320295914,27.0172621437173,13.3193783334289,0.27814417617709,9.2217168
BC,Playas de Rosarito,Mujeres,35076,3.5408826548067,0.6870794845478346,25.595849013570533,31.22362869198308,25.7498004333447,12.9319192610331,0.27084046071387,9.0642934
BC,Tecate,Total,74241,3.57753801807626,0.16702361228970386,23.570533802076984,30.378092967497683,25.9560081356662,16.2201478967147,0.13065556767823,9.30559
BC,Tecate,Hombres,36906,3.48994743402156,0.14360808540616174,23.760364168427856,30.490977076898027,25.8575841326613,16.1897794396575,0.06773966292743,9.2848723
BC,Tecate,Mujeres,37335,3.66412213740458,0.19017008169277777,23.38288469264765,30.266505959555328,26.053301191911,16.2501674032409,0.1928485335476,9.3260741
BC,Tijuana,Total,1196762,2.71181738724992,0.22293488596729968,21.420716901104765,30.822001367021958,26.0557236944354,18.4445194616807,0.32228630253968,9.7394961
BC,Tijuana,Hombres,591048,2.39303745211894,0.208104925488284,20.219846780633656,31.157367929508208,27.0357060678659,18.6577063115009,0.32823053288396,9.8601594
BC,Tijuana,Mujeres,605714,3.02287878437678,0.23740577236121116,22.592510656844585,30.49475495035606,25.0994693865421,18.2364944511766,0.31648599834245,9.621783
BCS,Comondú,Total,53284,7.03400645597177,0.21394790180917084,27.565498085729224,25.54049996246524,26.2367690113354,13.1803167930335,0.22896178965543,8.6207344
BCS,Comondú,Hombres,26723,6.87422819294241,0.2432361636043852,27.758859409497394,26.535194401826082,25.1281667477453,13.1609474984096,0.29936758597462,8.5675401
BCS,Comondú,Mujeres,26561,7.19475923346259,0.18448100598622028,27.370957418771862,24.539738714656778,27.3521328263243,13.1998042242385,0.15812657655961,8.6741255
BCS,La Paz,Total,206225,2.28876227421505,0.08922293611346811,16.527094193235513,24.687598496787476,27.9859376894169,28.1954176263789,0.22596678385258,10.7389629
BCS,La Paz,Hombres,101239,1.94984146425784,0.09581287843617188,15.360681160422335,26.166793429409566,27.4903940181155,28.6964509724513,0.24002607690712,10.8312721
BCS,La Paz,Mujeres,104986,2.61558684015011,0.08286819194940209,17.65187739317619,23.26119673099267,28.4637951726897,27.7122663974244,0.21240927361743,10.6500214
BCS,Loreto,Total,13914,2.92511139859134,0.25873221216041137,21.877245939341638,24.3280149489722,26.9368980882564,23.2643380767572,0.40965933592065,10.0248878
BCS,Loreto,Hombres,7108,3.12324141812042,0.2954417557681452,21.398424310635868,25.379853685987584,26.533483398987,22.763083849184,0.50647158131682,9.9553508
BCS,Loreto,Mujeres,6806,2.71818983250073,0.2203937702027613,22.3773141345871,23.2295033793711,27.3582133411695,23.7878342638848,0.30855127828386,10.0973843
